2025-07-30 01:41:47,472 - INFO - Обработано товаров: 10/127
2025-07-30 01:41:47,478 - INFO - Обработан товар: Byredo Bal D'Afrique (мотив), Givaudan Premium
2025-07-30 01:41:47,529 - INFO - Обработан товар: Tiziana terenzi Andromeda (мотив), Lz 233622-T
2025-07-30 01:41:47,570 - INFO - Обработан товар: Tiziana terenzi Kirke (мотив), Givaudan Premium
2025-07-30 01:41:47,820 - INFO - Обработан товар: Thomas Kosmala - No 4 Apres L'Amour (мотив), Givaudan Premium
2025-07-30 01:41:47,865 - INFO - Обработан товар: Haute Fragrance Devil's Intrigue (мотив), Lz 354066
2025-07-30 01:41:47,896 - INFO - Обработан товар: Lanvin Modern Princess (мотив), Lz 233994-A
2025-07-30 01:41:48,209 - INFO - Обработан товар: Xerjoff Sospiro Erba Pura (мотив), Lz 232080-T
2025-07-30 01:41:48,233 - INFO - Обработан товар: Carolina Herrera Good Girl (мотив), Givaudan Premium
2025-07-30 01:41:48,313 - INFO - Обработан товар: Chanel Egoiste Platinum (мотив), Givaudan Premium
2025-07-30 01:41:48,556 - INFO - Обработан товар: Dolce&Gabbana Light Blue Woman (мотив), Givaudan Premium
2025-07-30 01:41:48,644 - INFO - Обработан товар: Trussardi Donna (мотив), Givaudan Premium
2025-07-30 01:41:48,710 - INFO - Обработан товар: Ex Nihilo Narcotique Fleur (мотив), Givaudan Premium
2025-07-30 01:41:48,903 - INFO - Обработан товар: Byredo Bal D'Afrique (мотив), Lz 233942
2025-07-30 01:41:48,931 - INFO - Обработан товар: Paco Rabanne Invictus (мотив), Lz 230790-A
2025-07-30 01:41:48,970 - INFO - Обработан товар: Chanel Chance Eau Tendre (мотив), Givaudan Premium
2025-07-30 01:41:49,261 - INFO - Обработан товар: Lacoste L.12.12 Blanc (мотив), Lz 558483-A
2025-07-30 01:41:49,280 - INFO - Обработан товар: Dolce&Gabbana Imperatrice 3 (мотив), Givaudan Premium
2025-07-30 01:41:49,414 - INFO - Обработан товар: Attar Collection Musk Kashmir (мотив), Givaudan Premium
2025-07-30 01:41:49,592 - INFO - Обработан товар: Richard - White Chocola (мотив), Givaudan Premium
2025-07-30 01:41:49,618 - INFO - Обработан товар: Victoria's Secret Bombshell (мотив), Givaudan Premium
2025-07-30 01:41:49,711 - INFO - Обработан товар: Attar Collection Crystal Love For Her (мотив), Lz 343883
2025-07-30 01:41:49,927 - INFO - Обработан товар: Anna Sui Lucky Wish (мотив), Lz 342748
2025-07-30 01:41:49,952 - INFO - Обработан товар: Lanvin Eclat D'Arpege (мотив), Givaudan Premium
2025-07-30 01:41:50,035 - INFO - Обработан товар: Escentric Molecules Molecule 01 + Mandarin (мотив), Lz 680231
2025-07-30 01:41:50,278 - INFO - Обработан товар: Jo Malone Blackberry & Bay (мотив), Lz 233781
2025-07-30 01:41:50,356 - INFO - Обработан товар: Kilian Good Girl Gone Bad (мотив), Lz 232017
2025-07-30 01:41:50,417 - INFO - Обработан товар: Creed Aventus (мотив), Givaudan Premium
2025-07-30 01:41:50,615 - INFO - Обработан товар: Versace Bright Crystal (мотив), Lz 237231
2025-07-30 01:41:50,832 - INFO - Обработан товар: Lacoste Pour Femme (мотив), Givaudan Premium
2025-07-30 01:41:50,905 - INFO - Обработан товар: Escentric Molecules Escentric 02 (мотив), Givaudan Premium
2025-07-30 01:41:50,935 - INFO - Обработан товар: Zarkoperfume PINK MOLECULE 090.09 (мотив), Givaudan Premium
2025-07-30 01:41:51,184 - INFO - Обработан товар: Chanel Chance (мотив), Lz 355450-A
2025-07-30 01:41:51,241 - INFO - Обработан товар: Tom Ford Tobacco Vanille [Vanilla] (мотив), Givaudan Premium
2025-07-30 01:41:51,260 - INFO - Обработан товар: Juliette Has A Gun Not A Perfume (мотив), Lz 461696
2025-07-30 01:41:51,526 - INFO - Обработан товар: Kilian Good Girl Gone Bad (мотив), Givaudan Premium
2025-07-30 01:41:51,549 - INFO - Обработан товар: Louis Vuitton L’Immensite (мотив), Lz 233336-T
2025-07-30 01:41:51,572 - INFO - Обработан товар: Giorgio Armani Acqua Di Gio (мотив), Givaudan Premium
2025-07-30 01:41:51,889 - INFO - Обработан товар: Attar Collection Hayati (мотив), Givaudan Premium
2025-07-30 01:41:52,004 - INFO - Обработан товар: Franck Boclet Cocain (мотив), Lz 503597
2025-07-30 01:41:52,045 - INFO - Обработан товар: Vilhelm Parfumerie Mango Skin (мотив), Givaudan Premium
2025-07-30 01:41:52,192 - INFO - Обработан товар: Burberry Burberry Her Blossom (мотив), Lz 339711
2025-07-30 01:41:52,327 - INFO - Обработан товар: Yves Saint Laurent Black Opium Dark (мотив), Givaudan Premium
2025-07-30 01:41:52,359 - INFO - Обработан товар: Christian Dior Miss Dior Blooming Bouquet (мотив), Givaudan Premium
2025-07-30 01:41:52,473 - INFO - Обработано товаров: 20/127
2025-07-30 01:41:52,517 - INFO - Обработан товар: Sheykh Shuyukh (мотив), Lz 339296AZ
2025-07-30 01:41:52,655 - INFO - Обработан товар: Haute Fragrance Devil's Intrigue (мотив), Givaudan Premium
2025-07-30 01:41:52,680 - INFO - Обработан товар: Antonio Banderas Blue Seduction Man (мотив), SELUZ
2025-07-30 01:41:52,727 - INFO - Обработан товар: Chanel Coco Mademoiselle (мотив), Givaudan Premium
2025-07-30 01:41:53,005 - INFO - Обработан товар: Byredo Blanche (мотив), Givaudan Premium
2025-07-30 01:41:53,031 - INFO - Обработан товар: Ex Nihilo - Blue Talisman (мотив), Givaudan Premium
2025-07-30 01:41:53,059 - INFO - Обработан товар: Bvlgari Tygar (мотив), Lz 343645
2025-07-30 01:41:53,273 - INFO - Обработан товар: Montale Chocolate Greedy (мотив), Lz 502557 c осадком
2025-07-30 01:41:53,344 - INFO - Обработан товар: Marc-Antoine Barrois - Tilia (мотив), Lz 336540-T
2025-07-30 01:41:53,378 - INFO - Обработан товар: Victoria's Secret Eau So Sexy Eau De Parfum (мотив), Givaudan Premium
2025-07-30 01:41:53,624 - INFO - Обработан товар: Черный перец и амбра, Givaudan Premium
2025-07-30 01:41:53,662 - INFO - Обработан товар: Lanvin Modern Princess (мотив), Givaudan Premium
2025-07-30 01:41:53,707 - INFO - Обработан товар: Chanel Coco Mademoiselle (мотив), Lz 234740
2025-07-30 01:41:53,844 - INFO - Обработан товар: Memo Marfa (мотив), Lz 502545
2025-07-30 01:41:53,986 - INFO - Обработан товар: Christian Dior Dior Homme Sport (мотив), Givaudan Premium
2025-07-30 01:41:54,027 - INFO - Обработан товар: Versace Eros Man (мотив), Givaudan Premium
2025-07-30 01:41:54,179 - INFO - Обработан товар: Paco Rabanne Lady Million (мотив), Lz 650103-A
2025-07-30 01:41:54,325 - INFO - Обработан товар: Zarkoperfume - The Muse (мотив), Lz 261267
2025-07-30 01:41:54,371 - INFO - Обработан товар: Vilhelm Parfumerie Mango Skin (мотив), Lz 339958
2025-07-30 01:41:54,483 - INFO - Обработан товар: Giorgio Armani Acqua Di Gio Woman (мотив), Lz 605620
2025-07-30 01:41:54,573 - INFO - Обработан товар: Ex Nihilo Fleur Narcotique Love Edition (мотив), Lz 503779
2025-07-30 01:41:54,647 - INFO - Обработан товар: Versace Man Eau Fraiche (мотив), Givaudan Premium
2025-07-30 01:41:54,801 - INFO - Обработан товар: Escada Moon Sparkle for Women (мотив), Lz 337081
2025-07-30 01:41:54,910 - INFO - Обработан товар: Ванильная смесь, Givaudan Premium
2025-07-30 01:41:54,945 - INFO - Обработан товар: Giorgio Armani My Way (мотив), Givaudan Premium
2025-07-30 01:41:55,121 - INFO - Обработан товар: Xerjoff Sospiro Accento (мотив), Lz 501962-T
2025-07-30 01:41:55,249 - INFO - Обработан товар: Hugo Boss Boss Bottled (мотив), Lz 444335
2025-07-30 01:41:55,273 - INFO - Обработан товар: Tiziana terenzi Cassiopea (мотив), Givaudan Premium
2025-07-30 01:41:55,420 - INFO - Обработан товар: Boadicea The Victorius Heroine (мотив), Lz 503742
2025-07-30 01:41:55,481 - INFO - Обработан товар: Gucci - Flora (мотив), Givaudan Premium
2025-07-30 01:41:55,584 - INFO - Обработан товар: Jo Malone - Wood Sage & Sea Salt (мотив), Lz 160179
2025-07-30 01:41:55,751 - INFO - Обработан товар: Britney Spears Midnight Fantasy [Зам Зам] (мотив), Givaudan Premium
2025-07-30 01:41:55,782 - INFO - Обработан товар: Parfums De Marly Delina (мотив), Givaudan Premium
2025-07-30 01:41:55,902 - INFO - Обработан товар: Dolce&Gabbana The Only One (мотив), Givaudan Premium
2025-07-30 01:41:56,067 - INFO - Обработан товар: Hugo Boss Boss Bottled (мотив), Givaudan Premium
2025-07-30 01:41:56,098 - INFO - Обработан товар: Hugo Boss Hugo (мотив), Lz 233830-B
2025-07-30 01:41:56,222 - INFO - Обработан товар: Kilian I Don't Need A Prince By My Side To Be A Princess (мотив), Givaudan Premium
2025-07-30 01:41:56,398 - INFO - Обработан товар: Xerjoff Sospiro Erba Pura (мотив), Givaudan Premium
2025-07-30 01:41:56,417 - INFO - Обработан товар: Fantasia (фиолетовая), Hamidi
2025-07-30 01:41:56,696 - INFO - Обработан товар: Essential Parfums - Bois Impérial (мотив), Givaudan Premium
2025-07-30 01:41:56,721 - INFO - Обработан товар: Bvlgari Tygar (мотив), Givaudan Premium
2025-07-30 01:41:56,746 - INFO - Обработан товар: Tom Ford Ombre Leather Eau De Parfum (мотив), Givaudan Premium
2025-07-30 01:41:57,065 - INFO - Обработан товар: Louis Vuitton L’Immensite (мотив), Givaudan Premium
2025-07-30 01:41:57,090 - INFO - Обработан товар: Byredo Marijuana (мотив), Lz 353110
2025-07-30 01:41:57,484 - INFO - Обработано товаров: 30/127
2025-07-30 01:42:02,486 - INFO - Обработано товаров: 40/127
2025-07-30 01:42:07,488 - INFO - Обработано товаров: 50/127
2025-07-30 01:42:12,490 - INFO - Обработано товаров: 60/127
2025-07-30 01:42:17,491 - INFO - Обработано товаров: 70/127
2025-07-30 01:42:22,493 - INFO - Обработано товаров: 80/127
2025-07-30 01:42:27,495 - INFO - Обработано товаров: 90/127
2025-07-30 01:42:32,498 - INFO - Обработано товаров: 100/127
2025-07-30 01:42:37,499 - INFO - Обработано товаров: 110/127
2025-07-30 01:42:42,501 - INFO - Обработано товаров: 120/127
2025-07-30 01:42:46,503 - INFO - Всего обработано товаров с подробными характеристиками: 127
2025-07-30 01:42:46,506 - INFO - Данные сохранены в файл: complete_perfumes_catalog.json
